name,priceRange,rating,reviewCount,address,postCode,locality,url
Entre Santos Madrid,$$ - $$$,5.0,677,Calle de San Bartolome 4,28004,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d14062978-Reviews-Entre_Santos_Madrid-Madrid.html
Steakburger Arenal,$$ - $$$,5.0,851,Calle del Arenal 26,28013,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d17351325-Reviews-Steakburger_Arenal-Madrid.html
Restaurante Gabri,$$ - $$$,3.5,9,Calle Castrojeriz 12,28025,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d10245495-Reviews-Restaurante_Gabri-Madrid.html
Oven Mozzarella Bar,,5.0,198,"Calle Gran Via 55 Oven, Steakburger y Roastery",28013,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d21067924-Reviews-Oven_Mozzarella_Bar-Madrid.html
Beytna Restaurante,$$ - $$$,5.0,166,Calle Moscatelar 18,28043,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d18968021-Reviews-Beytna_Restaurante-Madrid.html
Los Montes de Galicia,$$ - $$$,5.0,8820,Calle Azcona 46,28028,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d2006562-Reviews-Los_Montes_de_Galicia-Madrid.html
Trattoria Pulcinella,$$ - $$$,4.5,1336,Calle Regueros 7,28004,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d795373-Reviews-Trattoria_Pulcinella-Madrid.html
SottoSopra,$$$$,3.5,109,Calle Puigcerda 8,28001,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d15215228-Reviews-SottoSopra-Madrid.html
El Cocodrilo,$$ - $$$,5.0,174,Calle de Pilar de Zaragoza 60,28028,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d8714073-Reviews-El_Cocodrilo-Madrid.html
Cerveceria El Cano,$,5.0,92,Calle Cobos de Segovia 30,28005,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d16807647-Reviews-Cerveceria_El_Cano-Madrid.html
Sakale,$$ - $$$,5.0,1899,Calle del Molino de Viento 4,28004,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d15124420-Reviews-Sakale-Madrid.html
SteakBurger 55,$$ - $$$,5.0,217,Calle Gran Via 55 Galeria Gran Via 55,28013,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d21090214-Reviews-SteakBurger_55-Madrid.html
El Social,$$ - $$$,5.0,454,Calle Hernan Cortes 19,28004,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d17636280-Reviews-El_Social-Madrid.html
Astor,$$ - $$$,5.0,1369,Calle del Almendro 9,28005,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d11896546-Reviews-Astor-Madrid.html
Grama Lounge,$$ - $$$,5.0,2198,Calle de la Cruz 19,28012,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d12216862-Reviews-Grama_Lounge-Madrid.html
Kathmandu Tandoori House Nepali & Indian Cuisine,$$ - $$$,5.0,2054,Calle Acuario 11 B . Plaza de hermanos,28042,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d12488993-Reviews-Kathmandu_Tandoori_House_Nepali_Indian_Cuisine-Madrid.html
Gramabar,$$ - $$$,4.5,1612,Calle Preciados 40,28013,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d6761498-Reviews-Gramabar-Madrid.html
Pizza 3Cruces,$,5.0,575,"Calle de la Salud 13 Gran Via, near Hostal Triana",28013,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d13157242-Reviews-Pizza_3Cruces-Madrid.html
Azotea Forus Barcelo,$$ - $$$,5.0,1418,Calle Barcelo 6,28004,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d10730339-Reviews-Azotea_Forus_Barcelo-Madrid.html
Moratin Vinoteca Bistrot,$$ - $$$,4.5,1142,Calle Moratin 36,28014,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d3669444-Reviews-Moratin_Vinoteca_Bistrot-Madrid.html
Restaurante DCorazon,$$ - $$$,4.5,2193,Plaza Mayor 30 Entrada al restaurante por Calle de la Sal 2,28012,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d14117482-Reviews-Restaurante_DCorazon-Madrid.html
Eiffel,$$ - $$$,4.5,878,Sesena 18 Close to Zoo and amussement park,28024,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d991522-Reviews-Eiffel-Madrid.html
Pastamore,$$ - $$$,5.0,111,Calle de Alcala 191,28009,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d18480953-Reviews-Pastamore-Madrid.html
Sto Globo Sushi Room,$$ - $$$,5.0,235,Calle de Santa Teresa 8,28004,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d16745406-Reviews-Sto_Globo_Sushi_Room-Madrid.html
Sciantusi Madrid,$$ - $$$,4.5,58,Calle Navas de Tolosa 9,28013,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d19423901-Reviews-Sciantusi_Madrid-Madrid.html
perretxiCo,$$ - $$$,4.5,20,Calle Narvaez 40,28009,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d21086802-Reviews-PerretxiCo-Madrid.html
La Gaditana Castellana,$$ - $$$,5.0,1151,Paseo Castellana 56,28046,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d15364769-Reviews-La_Gaditana_Castellana-Madrid.html
Empanadas Malvon Retiro,$$ - $$$,5.0,149,Calle Narvaez 60,28009,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d17609785-Reviews-Empanadas_Malvon_Retiro-Madrid.html
Bocanegra Terraza,$$ - $$$,4.0,27,Calle del Marques de Casa Riera 1 Jardines edificio Zurich,28014,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d19383612-Reviews-Bocanegra_Terraza-Madrid.html
Restaurante Algarabia,$$ - $$$,4.5,1115,Calle de la Union 8 Cerca Del Metro De Ópera,28013,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d991733-Reviews-Restaurante_Algarabia-Madrid.html
Empanadas Malvon. Bernabeu,$$ - $$$,5.0,227,Paseo de La Habana 52. Local 2,28036,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d15617751-Reviews-Empanadas_Malvon_Bernabeu-Madrid.html
Level Veggie Bistro,$$ - $$$,4.5,659,Avenida Menendez Pelayo 61,28009,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d10451094-Reviews-Level_Veggie_Bistro-Madrid.html
Restaurante Morgana,$$ - $$$,5.0,860,Calle de Augusto Figueroa 33,28004,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d12316948-Reviews-Restaurante_Morgana-Madrid.html
Restaurante Nuevo Horno de Santa Teresa,$$ - $$$,4.5,653,Calle Santa Teresa 8,28004,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d1953725-Reviews-Restaurante_Nuevo_Horno_de_Santa_Teresa-Madrid.html
Gustazio Gastrobar,$$ - $$$,5.0,184,Calle Embajadores 197,28045,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d15683077-Reviews-Gustazio_Gastrobar-Madrid.html
GUILTY - Cookie Shop,$,4.0,32,Calle de Fernandez de la Hoz 48,28010,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d13795246-Reviews-GUILTY_Cookie_Shop-Madrid.html
El Kiosko- Pinar de Chamartin,$$ - $$$,3.5,23,Calle Yerma 10 Junto al Centro Empresarial Parque Norte y Frente al Vips,28033,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d16801710-Reviews-El_Kiosko_Pinar_de_Chamartin-Madrid.html
Oven Mozzarella Bar,,5.0,198,"Calle Gran Via 55 Oven, Steakburger y Roastery",28013,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d21067924-Reviews-Oven_Mozzarella_Bar-Madrid.html
Beytna Restaurante,$$ - $$$,5.0,166,Calle Moscatelar 18,28043,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d18968021-Reviews-Beytna_Restaurante-Madrid.html
Steakburger Arenal,$$ - $$$,5.0,851,Calle del Arenal 26,28013,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d17351325-Reviews-Steakburger_Arenal-Madrid.html
Entre Santos Madrid,$$ - $$$,5.0,677,Calle de San Bartolome 4,28004,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d14062978-Reviews-Entre_Santos_Madrid-Madrid.html
Casa Jaguar Madrid,$$ - $$$,4.5,641,Calle Canos del Peral 9,28013,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d10382291-Reviews-Casa_Jaguar_Madrid-Madrid.html
Trattoria Pulcinella,$$ - $$$,4.5,1336,Calle Regueros 7,28004,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d795373-Reviews-Trattoria_Pulcinella-Madrid.html
Los Montes de Galicia,$$ - $$$,5.0,8820,Calle Azcona 46,28028,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d2006562-Reviews-Los_Montes_de_Galicia-Madrid.html
Astor,$$ - $$$,5.0,1369,Calle del Almendro 9,28005,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d11896546-Reviews-Astor-Madrid.html
El Cocodrilo,$$ - $$$,5.0,174,Calle de Pilar de Zaragoza 60,28028,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d8714073-Reviews-El_Cocodrilo-Madrid.html
El Social,$$ - $$$,5.0,454,Calle Hernan Cortes 19,28004,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d17636280-Reviews-El_Social-Madrid.html
SteakBurger 55,$$ - $$$,5.0,217,Calle Gran Via 55 Galeria Gran Via 55,28013,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d21090214-Reviews-SteakBurger_55-Madrid.html
Grama Lounge,$$ - $$$,5.0,2198,Calle de la Cruz 19,28012,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d12216862-Reviews-Grama_Lounge-Madrid.html
Sakale,$$ - $$$,5.0,1899,Calle del Molino de Viento 4,28004,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d15124420-Reviews-Sakale-Madrid.html
Cerveceria El Cano,$,5.0,92,Calle Cobos de Segovia 30,28005,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d16807647-Reviews-Cerveceria_El_Cano-Madrid.html
Kathmandu Tandoori House Nepali & Indian Cuisine,$$ - $$$,5.0,2054,Calle Acuario 11 B . Plaza de hermanos,28042,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d12488993-Reviews-Kathmandu_Tandoori_House_Nepali_Indian_Cuisine-Madrid.html
Gramabar,$$ - $$$,4.5,1612,Calle Preciados 40,28013,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d6761498-Reviews-Gramabar-Madrid.html
Restaurante DCorazon,$$ - $$$,4.5,2193,Plaza Mayor 30 Entrada al restaurante por Calle de la Sal 2,28012,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d14117482-Reviews-Restaurante_DCorazon-Madrid.html
Eiffel,$$ - $$$,4.5,878,Sesena 18 Close to Zoo and amussement park,28024,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d991522-Reviews-Eiffel-Madrid.html
Pizza 3Cruces,$,5.0,575,"Calle de la Salud 13 Gran Via, near Hostal Triana",28013,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d13157242-Reviews-Pizza_3Cruces-Madrid.html
Empanadas Malvon. Bernabeu,$$ - $$$,5.0,227,Paseo de La Habana 52. Local 2,28036,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d15617751-Reviews-Empanadas_Malvon_Bernabeu-Madrid.html
Sushi Yakuza,$$ - $$$,4.5,5,Calle Segovia 8,28005,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d19451217-Reviews-Sushi_Yakuza-Madrid.html
Restaurante Algarabia,$$ - $$$,4.5,1115,Calle de la Union 8 Cerca Del Metro De Ópera,28013,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d991733-Reviews-Restaurante_Algarabia-Madrid.html
Bocanegra Terraza,$$ - $$$,4.0,27,Calle del Marques de Casa Riera 1 Jardines edificio Zurich,28014,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d19383612-Reviews-Bocanegra_Terraza-Madrid.html
Level Veggie Bistro,$$ - $$$,4.5,659,Avenida Menendez Pelayo 61,28009,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d10451094-Reviews-Level_Veggie_Bistro-Madrid.html
Empanadas Malvon Retiro,$$ - $$$,5.0,149,Calle Narvaez 60,28009,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d17609785-Reviews-Empanadas_Malvon_Retiro-Madrid.html
La Gaditana Castellana,$$ - $$$,5.0,1151,Paseo Castellana 56,28046,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d15364769-Reviews-La_Gaditana_Castellana-Madrid.html
Pastamore,$$ - $$$,5.0,111,Calle de Alcala 191,28009,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d18480953-Reviews-Pastamore-Madrid.html
Azotea Forus Barcelo,$$ - $$$,5.0,1418,Calle Barcelo 6,28004,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d10730339-Reviews-Azotea_Forus_Barcelo-Madrid.html
Gustazio Gastrobar,$$ - $$$,5.0,184,Calle Embajadores 197,28045,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d15683077-Reviews-Gustazio_Gastrobar-Madrid.html
Restaurante Morgana,$$ - $$$,5.0,860,Calle de Augusto Figueroa 33,28004,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d12316948-Reviews-Restaurante_Morgana-Madrid.html
Moratin Vinoteca Bistrot,$$ - $$$,4.5,1142,Calle Moratin 36,28014,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d3669444-Reviews-Moratin_Vinoteca_Bistrot-Madrid.html
Sto Globo Sushi Room,$$ - $$$,5.0,235,Calle de Santa Teresa 8,28004,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d16745406-Reviews-Sto_Globo_Sushi_Room-Madrid.html
Inclan Brutal Bar,$$ - $$$,4.5,4574,Calle de Alvarez Gato 4,28012,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d10358028-Reviews-Inclan_Brutal_Bar-Madrid.html
Restaurante Nuevo Horno de Santa Teresa,$$ - $$$,4.5,653,Calle Santa Teresa 8,28004,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d1953725-Reviews-Restaurante_Nuevo_Horno_de_Santa_Teresa-Madrid.html
Oven Mozzarella Bar,,5.0,198,"Calle Gran Via 55 Oven, Steakburger y Roastery",28013,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d21067924-Reviews-Oven_Mozzarella_Bar-Madrid.html
Dionisos Figueroa,$$ - $$$,3.5,516,Calle de Augusto Figueroa 8,28004,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d2292555-Reviews-Dionisos_Figueroa-Madrid.html
Restaurante Solidere,$$ - $$$,4.0,372,Avenida Alfonso XIII 39,28002,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d5768761-Reviews-Restaurante_Solidere-Madrid.html
Bresca,$$ - $$$,4.5,116,Calle de la Virgen de los Peligros 7,28013,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d16663184-Reviews-Bresca-Madrid.html
Grama Lounge,$$ - $$$,5.0,2198,Calle de la Cruz 19,28012,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d12216862-Reviews-Grama_Lounge-Madrid.html
Trattoria Pulcinella,$$ - $$$,4.5,1336,Calle Regueros 7,28004,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d795373-Reviews-Trattoria_Pulcinella-Madrid.html
Entre Santos Madrid,$$ - $$$,5.0,677,Calle de San Bartolome 4,28004,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d14062978-Reviews-Entre_Santos_Madrid-Madrid.html
Los Montes de Galicia,$$ - $$$,5.0,8820,Calle Azcona 46,28028,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d2006562-Reviews-Los_Montes_de_Galicia-Madrid.html
Astor,$$ - $$$,5.0,1369,Calle del Almendro 9,28005,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d11896546-Reviews-Astor-Madrid.html
Beytna Restaurante,$$ - $$$,5.0,166,Calle Moscatelar 18,28043,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d18968021-Reviews-Beytna_Restaurante-Madrid.html
SteakBurger 55,$$ - $$$,5.0,217,Calle Gran Via 55 Galeria Gran Via 55,28013,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d21090214-Reviews-SteakBurger_55-Madrid.html
Cerveceria El Cano,$,5.0,92,Calle Cobos de Segovia 30,28005,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d16807647-Reviews-Cerveceria_El_Cano-Madrid.html
El Social,$$ - $$$,5.0,454,Calle Hernan Cortes 19,28004,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d17636280-Reviews-El_Social-Madrid.html
Kathmandu Tandoori House Nepali & Indian Cuisine,$$ - $$$,5.0,2054,Calle Acuario 11 B . Plaza de hermanos,28042,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d12488993-Reviews-Kathmandu_Tandoori_House_Nepali_Indian_Cuisine-Madrid.html
El Cocodrilo,$$ - $$$,5.0,174,Calle de Pilar de Zaragoza 60,28028,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d8714073-Reviews-El_Cocodrilo-Madrid.html
Steakburger Arenal,$$ - $$$,5.0,851,Calle del Arenal 26,28013,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d17351325-Reviews-Steakburger_Arenal-Madrid.html
Sakale,$$ - $$$,5.0,1899,Calle del Molino de Viento 4,28004,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d15124420-Reviews-Sakale-Madrid.html
Empanadas Malvon Retiro,$$ - $$$,5.0,149,Calle Narvaez 60,28009,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d17609785-Reviews-Empanadas_Malvon_Retiro-Madrid.html
Fortuny Restaurant & Club,$$ - $$$,3.5,415,Calle Fortuny 34,28010,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d991837-Reviews-Fortuny_Restaurant_Club-Madrid.html
La Gaditana Castellana,$$ - $$$,5.0,1151,Paseo Castellana 56,28046,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d15364769-Reviews-La_Gaditana_Castellana-Madrid.html
GUILTY - Cookie Shop,$,4.0,32,Calle de Fernandez de la Hoz 48,28010,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d13795246-Reviews-GUILTY_Cookie_Shop-Madrid.html
Sol Azteca,$$ - $$$,4.5,27,Calle Ferraz 77,28008,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d18941258-Reviews-Sol_Azteca-Madrid.html
Restaurante Algarabia,$$ - $$$,4.5,1115,Calle de la Union 8 Cerca Del Metro De Ópera,28013,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d991733-Reviews-Restaurante_Algarabia-Madrid.html
Empanadas Malvon. Bernabeu,$$ - $$$,5.0,227,Paseo de La Habana 52. Local 2,28036,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d15617751-Reviews-Empanadas_Malvon_Bernabeu-Madrid.html
Gramabar,$$ - $$$,4.5,1612,Calle Preciados 40,28013,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d6761498-Reviews-Gramabar-Madrid.html
Pizza 3Cruces,$,5.0,575,"Calle de la Salud 13 Gran Via, near Hostal Triana",28013,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d13157242-Reviews-Pizza_3Cruces-Madrid.html
Restaurante DCorazon,$$ - $$$,4.5,2193,Plaza Mayor 30 Entrada al restaurante por Calle de la Sal 2,28012,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d14117482-Reviews-Restaurante_DCorazon-Madrid.html
Eiffel,$$ - $$$,4.5,878,Sesena 18 Close to Zoo and amussement park,28024,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d991522-Reviews-Eiffel-Madrid.html
Pastamore,$$ - $$$,5.0,111,Calle de Alcala 191,28009,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d18480953-Reviews-Pastamore-Madrid.html
Sto Globo Sushi Room,$$ - $$$,5.0,235,Calle de Santa Teresa 8,28004,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d16745406-Reviews-Sto_Globo_Sushi_Room-Madrid.html
Moratin Vinoteca Bistrot,$$ - $$$,4.5,1142,Calle Moratin 36,28014,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d3669444-Reviews-Moratin_Vinoteca_Bistrot-Madrid.html
Azotea Forus Barcelo,$$ - $$$,5.0,1418,Calle Barcelo 6,28004,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d10730339-Reviews-Azotea_Forus_Barcelo-Madrid.html
Level Veggie Bistro,$$ - $$$,4.5,659,Avenida Menendez Pelayo 61,28009,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d10451094-Reviews-Level_Veggie_Bistro-Madrid.html
Gustazio Gastrobar,$$ - $$$,5.0,184,Calle Embajadores 197,28045,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d15683077-Reviews-Gustazio_Gastrobar-Madrid.html
Kuche Madrid,$$ - $$$,3.5,531,Calle Princesa 18,28015,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d8860328-Reviews-Kuche_Madrid-Madrid.html
Restaurante Morgana,$$ - $$$,5.0,860,Calle de Augusto Figueroa 33,28004,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d12316948-Reviews-Restaurante_Morgana-Madrid.html
Restaurante Nuevo Horno de Santa Teresa,$$ - $$$,4.5,653,Calle Santa Teresa 8,28004,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d1953725-Reviews-Restaurante_Nuevo_Horno_de_Santa_Teresa-Madrid.html
